IdDaContaDeCobrança (BillingAccountId),NomeDaContaDeCobrança (BillingAccountName),DataDeInícioDoPeríodoDeCobrança (BillingPeriodStartDate),DataDeTérminoDoPeríodoDeCobrança (BillingPeriodEndDate),IdDoPerfilDeCobrança (BillingProfileId),NomeDoPerfilDeCobrança (BillingProfileName),Id de Proprietário de Conta (AccountOwnerId),Nome da Conta (AccountName),SubscriptionId (SubscriptionId),Nome da Assinatura (SubscriptionName),Data (Date),Produto (Product),PartNumber,Id do Medidor (MeterId),FamíliaDeServiços (ServiceFamily),Categoria do Medidor (MeterCategory),MeterSubcategory (MeterSubcategory),Região do Medidor (MeterRegion),Nome do Medidor (MeterName),Quantidade (Quantity),PreçoEmVigor (EffectivePrice),Custo (Cost),UnitPrice (UnitPrice),MoedaDeCobrança (BillingCurrency),Localização do Recurso (ResourceLocation),ZonaDeDisponibilidade (AvailabilityZone),Serviço Consumido (ConsumedService),ResourceId (ResourceId),NomeDoRecurso (ResourceName),Informações de Serviço 1 (ServiceInfo1),Informações de Serviço 2 (ServiceInfo2),Informações Adicionais (AdditionalInfo),Marcas (Tags),InvoiceSectionId (InvoiceSectionId),SeçãoDeFatura (InvoiceSection),Centro de Custo (CostCenter),Unidade de Medida (UnitOfMeasure),GrupoRecuso (ResourceGroup),IdDaReserva (ReservationId),NomeDaReserva (ReservationName),IdDoPedidoDoProduto (ProductOrderId),NomeDoPedidoDoProduto (ProductOrderName),OfferId (OfferId),ÉElegívelAoCréditoDoAzure (IsAzureCreditEligible),Termo (Term),PublisherName,PlanName,ChargeType (ChargeType),Frequência (Frequency),TipoDePublicador (PublisherType),PricingModel (PricingModel),PayGPrice (PayGPrice),InvoiceID (InvoiceID)
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-20,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-07,,,13c2d6a4-7f53-47a9-b6aa-8bb6167ac54d,,Virtual Machines,BS Series Windows,BR South,B2s,10,0.412589360463247,4.1258936046324681,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": null,  ""ServiceType"": ""Standard_B2s"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 1.0}",,,,,100 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,13c2d6a4-7f53-47a9-b6aa-8bb6167ac54d,,Virtual Machines,BS Series Windows,BR South,B2s,0.750015,0.412589360463247,0.309448209187842,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": null,  ""ServiceType"": ""Standard_B2s"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 0.750015}",,,,,100 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,13c2d6a4-7f53-47a9-b6aa-8bb6167ac54d,,Virtual Machines,BS Series Windows,BR South,B2s,0.650013,0.412589360463247,0.268188447962796,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": null,  ""ServiceType"": ""Standard_B2s"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 0.650013}",,,,,100 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,,Azure App Service,Free Plan,,F1 App,0.001344,0,0,,BRL,US Central,,microsoft.web,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourcegroups/appsvc_linux_centralus/providers/microsoft.web/sites/api-athon,api-athon,,,"{  ""AppServicePlanUri"": ""/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourcegroups/appsvc_linux_centralus/providers/microsoft.web/serverfarms/appsvc_linux_centralus""}",,,,,1 Hour,appsvc_linux_centralus,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-16,,,c089a13a-9dd0-44b5-aa9e-44a77bbd6788,,Bandwidth,,Zone 3,Standard Data Transfer Out,0.00134277716279,0,0,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/domain_controller/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""athon-srvadds"",  ""ContainerId"": ""4369cae8-5b98-4911-8b61-af812a3f90d9"",  ""NodeId"": ""4cbb104c-0c87-fba7-c61b-7bade029a0c6""}",,,,,10 GB,domain_controller,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-07,,,c089a13a-9dd0-44b5-aa9e-44a77bbd6788,,Bandwidth,,Zone 3,Standard Data Transfer Out,0.007720059715211,0,0,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/domain_controller/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""athon-srvadds"",  ""ContainerId"": ""02b1d79d-fab2-4425-9781-8b473946668f"",  ""NodeId"": ""3914331f-09b3-8357-90bb-573efb60906a""}",,,,,10 GB,domain_controller,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-16,,,c089a13a-9dd0-44b5-aa9e-44a77bbd6788,,Bandwidth,,Zone 3,Standard Data Transfer Out,0.000718120485544,0,0,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""DataTransferDirection"": ""DataTrOut"",  ""PipelineType"": ""v2_late""}",,,,,10 GB,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,c089a13a-9dd0-44b5-aa9e-44a77bbd6788,,Bandwidth,,Zone 3,Standard Data Transfer Out,0.019983091391623,0,0,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/domain_controller/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""athon-srvadds"",  ""ContainerId"": ""271484e1-6654-4f0e-82da-fa6cf008666d"",  ""NodeId"": ""6ade153e-3b0f-8dca-b1d4-7198b5cbf41b""}",,,,,10 GB,domain_controller,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-09,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.033336,98.670178141480889,3.2892690585244071,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_DataDisk_0,athon-srvadds_DataDisk_0,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-10-26,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.002688,98.670178141480889,0.265225438844301,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_DataDisk_0,athon-srvadds_DataDisk_0,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-10-26,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.002688,98.670178141480889,0.265225438844301,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.023613,98.670178141480889,2.3298989164547881,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_DataDisk_0,athon-srvadds_DataDisk_0,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-20,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.033336,98.670178141480889,3.2892690585244071,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_DataDisk_0,athon-srvadds_DataDisk_0,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-21,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.033336,98.670178141480889,3.2892690585244071,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-20,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.033336,98.670178141480889,3.2892690585244071,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-10-27,,,28339581-90e9-4bde-93d2-a61b4f2a0b5e,,Storage,Standard SSD Managed Disks,BR South,E10 Disks,0.032256,98.670178141480889,3.1827052661316082,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/disks/athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,athon-srvadds_disk1_157a0715429543d0975e1f415a8d0fb3,,,,,,,,1 /Month,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-10-31,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-19,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-05,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-24,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-12,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-10,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-15,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,9c150bf9-2bad-430e-a53c-c213804f49ef,,Virtual Network,IP Addresses,,Standard IPv4 Static Public IP,24,0.027510094212651,0.660242261103634,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Network/publicIPAddresses/adfs-proxy,adfs-proxy,,,"{  ""IpAddress"": ""191.232.233.55"",  ""PlatformType"": ""V2-Agg""}",,,,,200 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-16,,,13c2d6a4-7f53-47a9-b6aa-8bb6167ac54d,,Virtual Machines,BS Series Windows,BR South,B2s,0.083335,0.412589360463247,0.034383134354205,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": null,  ""ServiceType"": ""Standard_B2s"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 0.083335}",,,,,100 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,13c2d6a4-7f53-47a9-b6aa-8bb6167ac54d,,Virtual Machines,BS Series Windows,BR South,B2s,7,0.412589360463247,2.8881255232427279,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/DOMAIN_CONTROLLER/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": null,  ""ServiceType"": ""Standard_B2s"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 1.0}",,,,,100 Hours,DOMAIN_CONTROLLER,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,73ad5336-6f64-4263-9537-1d571874dac6,,Network Watcher,,,Standard Diagnostic Tool API,2,0,0,,BRL,BR South,,Microsoft.Network,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_brazilsouth,NetworkWatcher_brazilsouth,,,"{  ""PlatformType"": ""V2-Agg""}",,,,,1000,NetworkWatcherRG,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-08,,,c089a13a-9dd0-44b5-aa9e-44a77bbd6788,,Bandwidth,,Zone 3,Standard Data Transfer Out,0.000009056180716,0,0,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/domain_controller/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""athon-srvadds"",  ""ContainerId"": ""02b1d79d-fab2-4425-9781-8b473946668f"",  ""NodeId"": ""3914331f-09b3-8357-90bb-573efb60906a""}",,,,,10 GB,domain_controller,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
,,2022-10-27,2022-11-26,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,,,cddbb6c1-10a6-43e5-abab-1fe67648bda4,Pago pelo Uso,2022-11-23,,,c089a13a-9dd0-44b5-aa9e-44a77bbd6788,,Bandwidth,,Zone 3,Standard Data Transfer Out,0.002639700658619,0,0,,BRL,BR South,,Microsoft.Compute,/subscriptions/cddbb6c1-10a6-43e5-abab-1fe67648bda4/resourceGroups/domain_controller/providers/Microsoft.Compute/virtualMachines/athon-srvadds,athon-srvadds,,,"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""athon-srvadds"",  ""ContainerId"": ""2c41b57c-cee5-4c62-ac94-a4831ad4f51d"",  ""NodeId"": ""ea276ce5-f3b7-1b3e-28e9-41ab5486fcce""}",,,,,10 GB,domain_controller,,,,,MS-AZR-0003P,,,,,Usage,UsageBased,Azure,OnDemand,,E0200L1P7V
